date,City,pm25,AQI,Air_Quality_Risk
2023-08-29,Phoenix,7.475,31.145833333333336,21.118402971792673
2023-08-30,Phoenix,6.316666666666666,26.319444444444446,17.57102168710484
2023-08-31,Phoenix,6.8625,28.59375,19.242629414781483
2023-09-01,Phoenix,9.525,39.68750000000001,27.396502223830137
2023-09-02,Phoenix,8.845833333333333,36.85763888888889,25.31656283748439
2023-09-03,Phoenix,6.933333333333334,28.888888888888893,19.459555608449445
2023-09-04,Phoenix,6.833333333333333,28.47222222222222,19.153306864447615
2023-09-05,Phoenix,7.2,30.000000000000004,20.27621892578765
2023-09-06,Phoenix,8.308333333333334,34.61805555555556,23.670475838474566
2023-09-07,Phoenix,6.708333333333333,27.95138888888889,18.77049593444533
2023-09-08,Phoenix,6.479166666666667,26.996527777777782,18.068675896107813
2023-09-09,Phoenix,6.554166666666667,27.309027777777782,18.298362454109178
2023-09-10,Phoenix,8.520833333333334,35.50347222222223,24.321254419478457
2023-09-11,Phoenix,10.495833333333334,43.73263888888889,30.36966711351454
2023-09-12,Phoenix,9.325,38.854166666666664,26.78400473582648
2023-09-13,Phoenix,7.608333333333333,31.701388888888893,21.526734630461778
2023-09-14,Phoenix,8.558333333333334,35.65972222222223,24.436097698479138
2023-09-15,Phoenix,10.6125,44.21875000000001,30.726957314850008
2023-09-16,Phoenix,8.070833333333333,33.62847222222222,22.943135071470227
2023-09-17,Phoenix,11.075,46.145833333333336,32.14335775585845
2023-09-18,Phoenix,11.625,48.4375,33.82772584786851
2023-09-19,Phoenix,11.454166666666666,47.72569444444444,33.304550910198714
2023-09-20,Phoenix,9.75,40.625,28.085561897834243
2023-09-21,Phoenix,8.137500000000001,33.90625000000001,23.147300900804783
2023-09-22,Phoenix,10.341666666666669,43.090277777777786,29.89753363317839
2023-09-23,Phoenix,9.333333333333334,38.88888888888889,26.8095254644933
2023-09-24,Phoenix,8.887500000000001,37.03125000000001,25.444166480818488
2023-09-25,Phoenix,10.604166666666666,44.18402777777778,30.701436586183185
